CARD_NUMBER,CARD_EXPIRY,TRACK2_DATA,PIN_BLOCK,ACCOUNT_NUMBER
4000000000004745,2511,4000000000004745=25111011234500001,0464678F1B596B7A,00000000000000004745
4000000000004746,2905,4000000000004746=29051011234500001,04B764FD21077B7B,00000000000000004746
4000000000004747,3006,4000000000004747=30061011234500001,048F311A686E0017,00000000000000004747
4000000000004748,2806,4000000000004748=28061011234500001,04173EEF246F1D3D,00000000000000004748
4000000000004749,2907,4000000000004749=29071011234500001,0458416078FB1393,00000000000000004749
4000000000004750,2606,4000000000004750=26061011234500001,04335C5A26B60083,00000000000000004750
4000000000004751,2711,4000000000004751=27111011234500001,049850844B0C4F54,00000000000000004751
4000000000004752,2904,4000000000004752=29041011234500001,042E3B4851433524,00000000000000004752
4000000000004753,2904,4000000000004753=29041011234500001,045D07EE6E794491,00000000000000004753
4000000000004754,2608,4000000000004754=26081011234500001,046E6B92354C516C,00000000000000004754
4000000000004755,2704,4000000000004755=27041011234500001,047D78D4798D2544,00000000000000004755
4000000000004756,3001,4000000000004756=30011011234500001,042A038304CA54EA,00000000000000004756
4000000000004757,2811,4000000000004757=28111011234500001,0445552F6BD645B1,00000000000000004757
4000000000004758,3006,4000000000004758=30061011234500001,045B02A914032F3B,00000000000000004758
4000000000004759,2807,4000000000004759=28071011234500001,0441714534F3238C,00000000000000004759
4000000000004760,3006,4000000000004760=30061011234500001,044858A460A97078,00000000000000004760
4000000000004761,2612,4000000000004761=26121011234500001,04114AC864FA245B,00000000000000004761
4000000000004762,2704,4000000000004762=27041011234500001,04A1158950445E80,00000000000000004762
4000000000004763,2811,4000000000004763=28111011234500001,04CC474041CE1FAB,00000000000000004763
4000000000004764,3010,4000000000004764=30101011234500001,04EF7F393A5F365C,00000000000000004764
4000000000004765,2610,4000000000004765=26101011234500001,04533E3908754A30,00000000000000004765
4000000000004766,2712,4000000000004766=27121011234500001,04BE52BE53AF3274,00000000000000004766
4000000000004767,2709,4000000000004767=27091011234500001,04AE6467735965E7,00000000000000004767
4000000000004768,2605,4000000000004768=26051011234500001,04C24A7F5E327643,00000000000000004768
4000000000004769,2908,4000000000004769=29081011234500001,04457BC625F467D6,00000000000000004769
4000000000004770,2910,4000000000004770=29101011234500001,04F809F74EEC2DD8,00000000000000004770
4000000000004771,2703,4000000000004771=27031011234500001,04207EA34D4F1B05,00000000000000004771
4000000000004772,2601,4000000000004772=26011011234500001,04F2427915D64F45,00000000000000004772
4000000000004773,2506,4000000000004773=25061011234500001,0433516E017B1C90,00000000000000004773
4000000000004774,2706,4000000000004774=27061011234500001,04930382062B3199,00000000000000004774
4000000000004775,3009,4000000000004775=30091011234500001,04124EA1529B0084,00000000000000004775
4000000000004776,2807,4000000000004776=28071011234500001,049C617F58EB79A7,00000000000000004776
4000000000004777,3012,4000000000004777=30121011234500001,04E62E3E09747E57,00000000000000004777
4000000000004778,3003,4000000000004778=30031011234500001,0410253545896CFE,00000000000000004778
4000000000004779,2705,4000000000004779=27051011234500001,047227B96B972C12,00000000000000004779
4000000000004780,2712,4000000000004780=27121011234500001,0462143562104CEC,00000000000000004780
4000000000004781,2507,4000000000004781=25071011234500001,0448511D3A507335,00000000000000004781
4000000000004782,2702,4000000000004782=27021011234500001,049C6FCB17FE100D,00000000000000004782
4000000000004783,2508,4000000000004783=25081011234500001,04B513E96C3C6D48,00000000000000004783
4000000000004784,2712,4000000000004784=27121011234500001,043D2E9500DD4D18,00000000000000004784
4000000000004785,2711,4000000000004785=27111011234500001,045509A4181276DA,00000000000000004785
4000000000004786,2810,4000000000004786=28101011234500001,04CF6748793B6B34,00000000000000004786
4000000000004787,2909,4000000000004787=29091011234500001,04DE0EDF24FA7262,00000000000000004787
4000000000004788,2503,4000000000004788=25031011234500001,04E0010D638E5FFB,00000000000000004788
4000000000004789,2604,4000000000004789=26041011234500001,04790610088C3D39,00000000000000004789
4000000000004790,2502,4000000000004790=25021011234500001,04E7717D1D307CF4,00000000000000004790
4000000000004791,2902,4000000000004791=29021011234500001,04BF4C8F14516FAA,00000000000000004791
4000000000004792,2611,4000000000004792=26111011234500001,043C0A1F3E6D7E2D,00000000000000004792
4000000000004793,2506,4000000000004793=25061011234500001,04377AA9045555CE,00000000000000004793
4000000000004794,2907,4000000000004794=29071011234500001,042D0700135C213B,00000000000000004794
4000000000004795,2710,4000000000004795=27101011234500001,04EF5C76162F51A6,00000000000000004795
4000000000004796,2510,4000000000004796=25101011234500001,04D025B77DFF77CA,00000000000000004796
4000000000004797,2611,4000000000004797=26111011234500001,047C53F65B8937B2,00000000000000004797
4000000000004798,3005,4000000000004798=30051011234500001,042677EF52D75A82,00000000000000004798
4000000000004799,2509,4000000000004799=25091011234500001,048A35AB2D0D6601,00000000000000004799
4000000000004800,2612,4000000000004800=26121011234500001,04B1564F6FF148EE,00000000000000004800
4000000000004801,2604,4000000000004801=26041011234500001,04C15FA20A440260,00000000000000004801
4000000000004802,2501,4000000000004802=25011011234500001,047F40637B1C10A6,00000000000000004802
4000000000004803,3006,4000000000004803=30061011234500001,04AB77AA40C82739,00000000000000004803
4000000000004804,2508,4000000000004804=25081011234500001,045D03C50EC139EF,00000000000000004804
4000000000004805,2809,4000000000004805=28091011234500001,04E3182C58DC7F45,00000000000000004805
4000000000004806,2704,4000000000004806=27041011234500001,04B528B655976188,00000000000000004806
4000000000004807,2501,4000000000004807=25011011234500001,04AA6BE06F40170E,00000000000000004807
4000000000004808,2510,4000000000004808=25101011234500001,043F4BF75C2C475D,00000000000000004808
4000000000004809,2912,4000000000004809=29121011234500001,04C27F5243E13009,00000000000000004809
4000000000004810,2806,4000000000004810=28061011234500001,04872D7563F35F63,00000000000000004810
4000000000004811,2912,4000000000004811=29121011234500001,041613F64AB253A6,00000000000000004811
4000000000004812,2708,4000000000004812=27081011234500001,04014124765B0DBA,00000000000000004812
4000000000004813,2910,4000000000004813=29101011234500001,049B333B67D5759F,00000000000000004813
4000000000004814,2812,4000000000004814=28121011234500001,041D6B24072058F0,00000000000000004814
4000000000004815,2707,4000000000004815=27071011234500001,047150DD21D65380,00000000000000004815
4000000000004816,3012,4000000000004816=30121011234500001,0496320253CC34F9,00000000000000004816
4000000000004817,3008,4000000000004817=30081011234500001,04252A676CAB1C0F,00000000000000004817
4000000000004818,2904,4000000000004818=29041011234500001,04F509B40B26073B,00000000000000004818
4000000000004819,2804,4000000000004819=28041011234500001,04AE6E9E2DB8741F,00000000000000004819
4000000000004820,2905,4000000000004820=29051011234500001,0402579F520217B9,00000000000000004820
4000000000004821,2509,4000000000004821=25091011234500001,046E42572D0156FE,00000000000000004821
4000000000004822,2608,4000000000004822=26081011234500001,049263C523AC3D43,00000000000000004822
4000000000004823,2809,4000000000004823=28091011234500001,046B20DF41574772,00000000000000004823
4000000000004824,2502,4000000000004824=25021011234500001,04F004F802EC223E,00000000000000004824
4000000000004825,2511,4000000000004825=25111011234500001,04740CFB151D7B02,00000000000000004825
4000000000004826,3009,4000000000004826=30091011234500001,04E3659B25477554,00000000000000004826
4000000000004827,2608,4000000000004827=26081011234500001,04EE3C3456FF4C05,00000000000000004827
4000000000004828,2612,4000000000004828=26121011234500001,04F2345A65162533,00000000000000004828
4000000000004829,2506,4000000000004829=25061011234500001,048308E075A97FA8,00000000000000004829
4000000000004830,2710,4000000000004830=27101011234500001,04735FE207845825,00000000000000004830
4000000000004831,2903,4000000000004831=29031011234500001,04E1382B17677BEA,00000000000000004831
4000000000004832,2508,4000000000004832=25081011234500001,04950E7C72911822,00000000000000004832
4000000000004833,2504,4000000000004833=25041011234500001,04513016462F1641,00000000000000004833
4000000000004834,3001,4000000000004834=30011011234500001,04564A227BB419B1,00000000000000004834
4000000000004835,2808,4000000000004835=28081011234500001,04CD461636895E65,00000000000000004835
4000000000004836,3003,4000000000004836=30031011234500001,042C475932A407AF,00000000000000004836
4000000000004837,2801,4000000000004837=28011011234500001,04DB09E213536171,00000000000000004837
4000000000004838,2809,4000000000004838=28091011234500001,04CF3100247A47D5,00000000000000004838
4000000000004839,2702,4000000000004839=27021011234500001,045808964245085A,00000000000000004839
4000000000004840,2912,4000000000004840=29121011234500001,04596CCF3A2F2B97,00000000000000004840
4000000000004841,2904,4000000000004841=29041011234500001,04FD2B2814D21975,00000000000000004841
4000000000004842,2804,4000000000004842=28041011234500001,04C14C3A3A1666AE,00000000000000004842
4000000000004843,3009,4000000000004843=30091011234500001,043E37EC3EB53777,00000000000000004843
4000000000004844,2606,4000000000004844=26061011234500001,045B02F946E3606C,00000000000000004844
4000000000004845,3010,4000000000004845=30101011234500001,04D45197273E2937,00000000000000004845
4000000000004846,2511,4000000000004846=25111011234500001,04DC7860276F76B0,00000000000000004846
4000000000004847,2707,4000000000004847=27071011234500001,04113EFF2C4E7421,00000000000000004847
4000000000004848,2802,4000000000004848=28021011234500001,041B0A4D6124010E,00000000000000004848
4000000000004849,3010,4000000000004849=30101011234500001,04D3059225771013,00000000000000004849
4000000000004850,2910,4000000000004850=29101011234500001,048410536BE24086,00000000000000004850
4000000000004851,2503,4000000000004851=25031011234500001,04B01D2D53BB661F,00000000000000004851
4000000000004852,2603,4000000000004852=26031011234500001,04F54B7430B95BE8,00000000000000004852
4000000000004853,2806,4000000000004853=28061011234500001,04A76EE25DE81467,00000000000000004853
4000000000004854,2603,4000000000004854=26031011234500001,0480627F4DCC02AD,00000000000000004854
4000000000004855,2511,4000000000004855=25111011234500001,048818D273794809,00000000000000004855
4000000000004856,2901,4000000000004856=29011011234500001,044604ED703A3FF0,00000000000000004856
4000000000004857,2803,4000000000004857=28031011234500001,04CC481C1F8712DD,00000000000000004857
4000000000004858,2510,4000000000004858=25101011234500001,04673DD829D95CD0,00000000000000004858
4000000000004859,2908,4000000000004859=29081011234500001,048E0E992B32256E,00000000000000004859
4000000000004860,3004,4000000000004860=30041011234500001,04BA56602B365D5C,00000000000000004860
4000000000004861,2711,4000000000004861=27111011234500001,04EC1CD31A8A7677,00000000000000004861
4000000000004862,2501,4000000000004862=25011011234500001,04CA52956B0B14E1,00000000000000004862
4000000000004863,3010,4000000000004863=30101011234500001,04F8698540DA4FC8,00000000000000004863
4000000000004864,2901,4000000000004864=29011011234500001,045205C333277625,00000000000000004864
4000000000004865,2606,4000000000004865=26061011234500001,04FB3E7E10E9255F,00000000000000004865
4000000000004866,2812,4000000000004866=28121011234500001,042262AF778911FB,00000000000000004866
4000000000004867,2612,4000000000004867=26121011234500001,04BE0FBE1B8B3621,00000000000000004867
4000000000004868,2702,4000000000004868=27021011234500001,04377A2E77161A3D,00000000000000004868
4000000000004869,3002,4000000000004869=30021011234500001,04131C2812986E6C,00000000000000004869
4000000000004870,2711,4000000000004870=27111011234500001,04787E181E2D28FA,00000000000000004870
4000000000004871,2506,4000000000004871=25061011234500001,04D3501C10210B81,00000000000000004871
4000000000004872,2905,4000000000004872=29051011234500001,0442087F2A0E6B8F,00000000000000004872
4000000000004873,2503,4000000000004873=25031011234500001,041068DA41814374,00000000000000004873
4000000000004874,3001,4000000000004874=30011011234500001,04D646BC50CB16D8,00000000000000004874
4000000000004875,2502,4000000000004875=25021011234500001,04231C755B95681E,00000000000000004875
4000000000004876,2910,4000000000004876=29101011234500001,04476DAD644125BA,00000000000000004876
4000000000004877,2710,4000000000004877=27101011234500001,04EB3CC859434C54,00000000000000004877
4000000000004878,2904,4000000000004878=29041011234500001,04717838374344C6,00000000000000004878
4000000000004879,2807,4000000000004879=28071011234500001,044C1CA6671A5142,00000000000000004879
4000000000004880,2508,4000000000004880=25081011234500001,042612ED2AFD658D,00000000000000004880
4000000000004881,2702,4000000000004881=27021011234500001,04D71D3E76AD1EC0,00000000000000004881
4000000000004882,2802,4000000000004882=28021011234500001,04932F5D6745320E,00000000000000004882
4000000000004883,2508,4000000000004883=25081011234500001,041D666431FA53FC,00000000000000004883
4000000000004884,2610,4000000000004884=26101011234500001,048F77860B4D6C42,00000000000000004884
4000000000004885,2504,4000000000004885=25041011234500001,041D17485AF926CB,00000000000000004885
4000000000004886,2809,4000000000004886=28091011234500001,044A2D634CE71FAB,00000000000000004886
4000000000004887,2803,4000000000004887=28031011234500001,04D065C07D2E1E86,00000000000000004887
4000000000004888,2511,4000000000004888=25111011234500001,04985C75336E5A7B,00000000000000004888
4000000000004889,3003,4000000000004889=30031011234500001,04B8592426C90C35,00000000000000004889
4000000000004890,2705,4000000000004890=27051011234500001,04D212ED0FE859A5,00000000000000004890
4000000000004891,2605,4000000000004891=26051011234500001,0406427B14BE4479,00000000000000004891
4000000000004892,3011,4000000000004892=30111011234500001,04000DC036F81EFD,00000000000000004892
4000000000004893,3010,4000000000004893=30101011234500001,04B0766848E22078,00000000000000004893
4000000000004894,2710,4000000000004894=27101011234500001,04C34EC101C23A2E,00000000000000004894
4000000000004895,3005,4000000000004895=30051011234500001,04864E0F52DE19B3,00000000000000004895
4000000000004896,2607,4000000000004896=26071011234500001,0440659A69C9152F,00000000000000004896
4000000000004897,2909,4000000000004897=29091011234500001,043642F31CAA2191,00000000000000004897
4000000000004898,2805,4000000000004898=28051011234500001,04FA3C436072427E,00000000000000004898
4000000000004899,2708,4000000000004899=27081011234500001,04B5467A38C55004,00000000000000004899
4000000000004900,2506,4000000000004900=25061011234500001,0457653C7DB00F50,00000000000000004900
4000000000004901,2601,4000000000004901=26011011234500001,044A333874E04B95,00000000000000004901
4000000000004902,2802,4000000000004902=28021011234500001,040F70597A845376,00000000000000004902
4000000000004903,2602,4000000000004903=26021011234500001,049B3C6B39CB31A1,00000000000000004903
4000000000004904,2703,4000000000004904=27031011234500001,041942204F5C3682,00000000000000004904
4000000000004905,2602,4000000000004905=26021011234500001,04FF60C30C205EE9,00000000000000004905
4000000000004906,2901,4000000000004906=29011011234500001,046A63787DE73BE5,00000000000000004906
4000000000004907,2509,4000000000004907=25091011234500001,048A1BAD12487E40,00000000000000004907
4000000000004908,2801,4000000000004908=28011011234500001,042A767D0C095669,00000000000000004908
4000000000004909,2604,4000000000004909=26041011234500001,046536AC1B98055B,00000000000000004909
4000000000004910,2811,4000000000004910=28111011234500001,04000CAA01EF16B6,00000000000000004910
4000000000004911,2703,4000000000004911=27031011234500001,046939704AB0350A,00000000000000004911
4000000000004912,2509,4000000000004912=25091011234500001,049A489F20696EBD,00000000000000004912
4000000000004913,2907,4000000000004913=29071011234500001,043564C711823BFA,00000000000000004913
4000000000004914,2902,4000000000004914=29021011234500001,04C71C4F16252ED8,00000000000000004914
4000000000004915,2509,4000000000004915=25091011234500001,04BA676040695159,00000000000000004915
4000000000004916,2905,4000000000004916=29051011234500001,043658121A4F208B,00000000000000004916
4000000000004917,2811,4000000000004917=28111011234500001,0454786720E7278F,00000000000000004917
4000000000004918,2907,4000000000004918=29071011234500001,0414456E5F515EC2,00000000000000004918
4000000000004919,2601,4000000000004919=26011011234500001,04864A464DE9400F,00000000000000004919
4000000000004920,2904,4000000000004920=29041011234500001,04C97F4D669D4D24,00000000000000004920
4000000000004921,2906,4000000000004921=29061011234500001,043C5E6F2B177DF1,00000000000000004921
4000000000004922,2703,4000000000004922=27031011234500001,04C96958134A25DA,00000000000000004922
4000000000004923,2711,4000000000004923=27111011234500001,041D17FA729917CB,00000000000000004923
4000000000004924,3008,4000000000004924=30081011234500001,04293DB81BEF00DB,00000000000000004924
4000000000004925,2909,4000000000004925=29091011234500001,04522D7C3C656A0E,00000000000000004925
4000000000004926,2605,4000000000004926=26051011234500001,048214615CFE6992,00000000000000004926
4000000000004927,2508,4000000000004927=25081011234500001,04D27B6913E859CF,00000000000000004927
4000000000004928,2911,4000000000004928=29111011234500001,044478C13B8B7F84,00000000000000004928
4000000000004929,2902,4000000000004929=29021011234500001,040866D218A624BC,00000000000000004929
4000000000004930,2907,4000000000004930=29071011234500001,04840A5C75422C3F,00000000000000004930
4000000000004931,2907,4000000000004931=29071011234500001,04792D67342B55B3,00000000000000004931
4000000000004932,2702,4000000000004932=27021011234500001,04EF32BF15061CAF,00000000000000004932
4000000000004933,2801,4000000000004933=28011011234500001,04B25A0713674E3D,00000000000000004933
4000000000004934,2805,4000000000004934=28051011234500001,04661ED77C5B55B8,00000000000000004934
4000000000004935,2504,4000000000004935=25041011234500001,04A14E3A3B3B1BCC,00000000000000004935
4000000000004936,2501,4000000000004936=25011011234500001,046E538938B55BA2,00000000000000004936
4000000000004937,3004,4000000000004937=30041011234500001,042917722FF05494,00000000000000004937
4000000000004938,2703,4000000000004938=27031011234500001,047D551B604869B3,00000000000000004938
4000000000004939,3008,4000000000004939=30081011234500001,04914BE22CCD2A5A,00000000000000004939
4000000000004940,2610,4000000000004940=26101011234500001,04C35ED524DA1317,00000000000000004940
4000000000004941,2912,4000000000004941=29121011234500001,04211D5144FD728A,00000000000000004941
4000000000004942,2803,4000000000004942=28031011234500001,040803E25BD647DF,00000000000000004942
4000000000004943,2807,4000000000004943=28071011234500001,0404612968904174,00000000000000004943
4000000000004944,2706,4000000000004944=27061011234500001,04B73452198B10BA,00000000000000004944
4000000000004945,2710,4000000000004945=27101011234500001,044B2BBC2037137F,00000000000000004945
4000000000004946,2807,4000000000004946=28071011234500001,042078D65A6151C0,00000000000000004946
4000000000004947,2808,4000000000004947=28081011234500001,04A5796F500809B4,00000000000000004947
4000000000004948,2612,4000000000004948=26121011234500001,04A935853F627861,00000000000000004948
4000000000004949,3001,4000000000004949=30011011234500001,042A6B4D657427F1,00000000000000004949
4000000000004950,2804,4000000000004950=28041011234500001,045E57CE4C6A124E,00000000000000004950
4000000000004951,2804,4000000000004951=28041011234500001,044905336E2D79A2,00000000000000004951
4000000000004952,2912,4000000000004952=29121011234500001,04196D650CE75B09,00000000000000004952
4000000000004953,2809,4000000000004953=28091011234500001,04B6528C25B336CE,00000000000000004953
4000000000004954,2612,4000000000004954=26121011234500001,044931C738DE434D,00000000000000004954
4000000000004955,2610,4000000000004955=26101011234500001,04EF0B617CC325E1,00000000000000004955
4000000000004956,2702,4000000000004956=27021011234500001,04F415B516BD4194,00000000000000004956
4000000000004957,2709,4000000000004957=27091011234500001,04B2761D69D53779,00000000000000004957
4000000000004958,2505,4000000000004958=25051011234500001,04860FA417204C6B,00000000000000004958
4000000000004959,2711,4000000000004959=27111011234500001,0478035E6377681C,00000000000000004959
4000000000004960,2912,4000000000004960=29121011234500001,049D1623368E2744,00000000000000004960
4000000000004961,2604,4000000000004961=26041011234500001,04CE2FA92D1C009E,00000000000000004961
4000000000004962,2601,4000000000004962=26011011234500001,04BE6CA63DDC181B,00000000000000004962
4000000000004963,2801,4000000000004963=28011011234500001,042643D30CBF08AE,00000000000000004963
4000000000004964,2902,4000000000004964=29021011234500001,04BF592534B71FF7,00000000000000004964
4000000000004965,2710,4000000000004965=27101011234500001,047C478C036657B6,00000000000000004965
4000000000004966,3005,4000000000004966=30051011234500001,044E5CA9728B5A34,00000000000000004966
4000000000004967,2809,4000000000004967=28091011234500001,04D6123D2C6E5713,00000000000000004967
4000000000004968,2708,4000000000004968=27081011234500001,04D5128F60B42620,00000000000000004968
4000000000004969,2705,4000000000004969=27051011234500001,04920D4367266D59,00000000000000004969
4000000000004970,2704,4000000000004970=27041011234500001,04B15A2465C52448,00000000000000004970
4000000000004971,3008,4000000000004971=30081011234500001,04FD1F3154195D13,00000000000000004971
4000000000004972,2508,4000000000004972=25081011234500001,047653F4444A4C89,00000000000000004972
4000000000004973,2607,4000000000004973=26071011234500001,04A40A936B265247,00000000000000004973
4000000000004974,2709,4000000000004974=27091011234500001,04AE77DE284963C5,00000000000000004974
4000000000004975,2507,4000000000004975=25071011234500001,04647B70712D18A8,00000000000000004975
4000000000004976,2608,4000000000004976=26081011234500001,04610AC35D764FCA,00000000000000004976
4000000000004977,2806,4000000000004977=28061011234500001,041F3D7A4BFE3134,00000000000000004977
4000000000004978,2704,4000000000004978=27041011234500001,0441727164CD25CE,00000000000000004978
4000000000004979,2806,4000000000004979=28061011234500001,04A351AF10CD68B3,00000000000000004979
4000000000004980,2707,4000000000004980=27071011234500001,044C441D0B184388,00000000000000004980
4000000000004981,2508,4000000000004981=25081011234500001,042504D71D535957,00000000000000004981
4000000000004982,2509,4000000000004982=25091011234500001,044B5D806A873CD7,00000000000000004982
4000000000004983,3005,4000000000004983=30051011234500001,045F7123056D1864,00000000000000004983
4000000000004984,2903,4000000000004984=29031011234500001,046D5277185F576E,00000000000000004984
4000000000004985,3007,4000000000004985=30071011234500001,042C2BD80ED065B1,00000000000000004985
4000000000004986,2607,4000000000004986=26071011234500001,04F868B754782402,00000000000000004986
4000000000004987,3005,4000000000004987=30051011234500001,044374CE4A2F3561,00000000000000004987
4000000000004988,2503,4000000000004988=25031011234500001,04C430F412F46FED,00000000000000004988
4000000000004989,2604,4000000000004989=26041011234500001,0455402704E50D1D,00000000000000004989
4000000000004990,2806,4000000000004990=28061011234500001,04F47887597B3C3C,00000000000000004990
4000000000004991,2606,4000000000004991=26061011234500001,04BF138C40001CBC,00000000000000004991
4000000000004992,3009,4000000000004992=30091011234500001,042F407F57E60EB3,00000000000000004992
4000000000004993,2908,4000000000004993=29081011234500001,048D1ED40142671C,00000000000000004993
4000000000004994,2803,4000000000004994=28031011234500001,044D0E9F11113F17,00000000000000004994
4000000000004995,2705,4000000000004995=27051011234500001,048364DC20726A98,00000000000000004995
4000000000004996,2602,4000000000004996=26021011234500001,042B3AAC035846EC,00000000000000004996
4000000000004997,2801,4000000000004997=28011011234500001,046664011712315E,00000000000000004997
4000000000004998,2909,4000000000004998=29091011234500001,04263E2938EA0366,00000000000000004998
4000000000004999,2804,4000000000004999=28041011234500001,04BA266F42583895,00000000000000004999
4000000000005000,2502,4000000000005000=25021011234500001,046B764C2EED393B,00000000000000005000
4000000000005001,2509,4000000000005001=25091011234500001,04B3294F66F86210,00000000000000005001
4000000000005002,2804,4000000000005002=28041011234500001,042127C947336F9B,00000000000000005002
4000000000005003,2609,4000000000005003=26091011234500001,04064E720C245700,00000000000000005003
4000000000005004,2805,4000000000005004=28051011234500001,041B59D22AEF5377,00000000000000005004
4000000000005005,2512,4000000000005005=25121011234500001,04E53F0B5ECB12E8,00000000000000005005
4000000000005006,2908,4000000000005006=29081011234500001,048A395655A235E0,00000000000000005006
4000000000005007,2710,4000000000005007=27101011234500001,0440769C30006CBC,00000000000000005007
4000000000005008,2611,4000000000005008=26111011234500001,04F017681E415026,00000000000000005008
4000000000005009,2807,4000000000005009=28071011234500001,04284C19391010F1,00000000000000005009
4000000000005010,3010,4000000000005010=30101011234500001,04432D56314235F7,00000000000000005010
4000000000005011,2707,4000000000005011=27071011234500001,04EC6BF60DAE29EE,00000000000000005011
4000000000005012,2506,4000000000005012=25061011234500001,04F70ED1390A31BA,00000000000000005012
4000000000005013,2511,4000000000005013=25111011234500001,043D009C783B1D17,00000000000000005013
4000000000005014,2710,4000000000005014=27101011234500001,0473063C1AFF20D2,00000000000000005014
4000000000005015,2709,4000000000005015=27091011234500001,047E6F6E561F796C,00000000000000005015
4000000000005016,2902,4000000000005016=29021011234500001,041B70FD661F358D,00000000000000005016
4000000000005017,2504,4000000000005017=25041011234500001,0415476B59A62972,00000000000000005017
4000000000005018,2805,4000000000005018=28051011234500001,04EE016004F039F2,00000000000000005018
4000000000005019,2610,4000000000005019=26101011234500001,044F73194CD65CE3,00000000000000005019
4000000000005020,2602,4000000000005020=26021011234500001,0473016E272D7A9E,00000000000000005020
4000000000005021,2809,4000000000005021=28091011234500001,043322337C4D1F52,00000000000000005021
4000000000005022,3010,4000000000005022=30101011234500001,04633DC258685280,00000000000000005022
4000000000005023,2812,4000000000005023=28121011234500001,045D604B42FB5FCA,00000000000000005023
4000000000005024,2708,4000000000005024=27081011234500001,0452114D07AB5809,00000000000000005024
4000000000005025,3001,4000000000005025=30011011234500001,04BE1C6C374F7A0F,00000000000000005025
4000000000005026,3003,4000000000005026=30031011234500001,0448127F10BB5A2C,00000000000000005026
4000000000005027,2905,4000000000005027=29051011234500001,04C63259283E4D0A,00000000000000005027
4000000000005028,2810,4000000000005028=28101011234500001,040C104B52811F48,00000000000000005028
4000000000005029,2803,4000000000005029=28031011234500001,046900FD5C25428D,00000000000000005029
4000000000005030,3008,4000000000005030=30081011234500001,0486510F36D021C9,00000000000000005030
4000000000005031,2502,4000000000005031=25021011234500001,040372294D72136A,00000000000000005031
4000000000005032,2703,4000000000005032=27031011234500001,04884F397678462B,00000000000000005032
4000000000005033,2506,4000000000005033=25061011234500001,04033EAE609F3791,00000000000000005033
4000000000005034,2706,4000000000005034=27061011234500001,04E36F44096B2BA5,00000000000000005034
4000000000005035,2503,4000000000005035=25031011234500001,04E45E7E34E404BC,00000000000000005035
4000000000005036,2504,4000000000005036=25041011234500001,048A506645613499,00000000000000005036
4000000000005037,2903,4000000000005037=29031011234500001,04DD27512CA42EC7,00000000000000005037
4000000000005038,2910,4000000000005038=29101011234500001,043355025E3825A9,00000000000000005038
4000000000005039,2706,4000000000005039=27061011234500001,044F4D050C805BC9,00000000000000005039
4000000000005040,3012,4000000000005040=30121011234500001,04BD41BC7A053204,00000000000000005040
4000000000005041,2502,4000000000005041=25021011234500001,04DF75B007A67A8F,00000000000000005041
4000000000005042,3009,4000000000005042=30091011234500001,043E49BF07976935,00000000000000005042
4000000000005043,2811,4000000000005043=28111011234500001,04B8101E2DA334FD,00000000000000005043
4000000000005044,2506,4000000000005044=25061011234500001,04837C9930D02EAD,00000000000000005044
4000000000005045,2911,4000000000005045=29111011234500001,0469463561E6608B,00000000000000005045
4000000000005046,2602,4000000000005046=26021011234500001,04703DB94B2A1CB9,00000000000000005046
4000000000005047,3002,4000000000005047=30021011234500001,045F6D6C3EBE65D2,00000000000000005047
4000000000005048,2507,4000000000005048=25071011234500001,047D276E3F3C649D,00000000000000005048
4000000000005049,2705,4000000000005049=27051011234500001,04EA6E5C756C6CE9,00000000000000005049
4000000000005050,2806,4000000000005050=28061011234500001,04436AFA351F5314,00000000000000005050
4000000000005051,2903,4000000000005051=29031011234500001,044D711B52AF5EFE,00000000000000005051
4000000000005052,2811,4000000000005052=28111011234500001,04D9551A15FF0C5E,00000000000000005052
4000000000005053,2705,4000000000005053=27051011234500001,04425ED97AC52E71,00000000000000005053
4000000000005054,3003,4000000000005054=30031011234500001,046C0A0D543D44AC,00000000000000005054
4000000000005055,2911,4000000000005055=29111011234500001,04D26C97225C7363,00000000000000005055
4000000000005056,2611,4000000000005056=26111011234500001,042400A61A720F84,00000000000000005056
4000000000005057,2910,4000000000005057=29101011234500001,049F3F2B6DF91554,00000000000000005057
4000000000005058,2909,4000000000005058=29091011234500001,048E59202B2E6C58,00000000000000005058
4000000000005059,2506,4000000000005059=25061011234500001,04EF5CC439981BA2,00000000000000005059
4000000000005060,2901,4000000000005060=29011011234500001,04FE319D204860C8,00000000000000005060
4000000000005061,2805,4000000000005061=28051011234500001,04425EBB1CD36CA2,00000000000000005061
4000000000005062,2810,4000000000005062=28101011234500001,04CB21B560140FD9,00000000000000005062
4000000000005063,2807,4000000000005063=28071011234500001,04302B643AB014AF,00000000000000005063
4000000000005064,2705,4000000000005064=27051011234500001,044A4C6F76EC682F,00000000000000005064
4000000000005065,3003,4000000000005065=30031011234500001,04C14F1A01D12CBB,00000000000000005065
4000000000005066,2901,4000000000005066=29011011234500001,04D6206E7DC40263,00000000000000005066
4000000000005067,2812,4000000000005067=28121011234500001,049562CE0AD16CE4,00000000000000005067
4000000000005068,2804,4000000000005068=28041011234500001,0461364B2CB726AD,00000000000000005068
4000000000005069,2908,4000000000005069=29081011234500001,04491E9F1DE61A41,00000000000000005069
4000000000005070,3003,4000000000005070=30031011234500001,0408563D48E1249E,00000000000000005070
4000000000005071,2612,4000000000005071=26121011234500001,041147A60AA35DED,00000000000000005071
